policy,network,seed,window_start,objective,loss_mean,avg_bandwidth,bandwidth_saving_vs_b3_pct,missed_pct,false_alarm_pct,precision,recall,f1,avg_aoi,max_aoi,fairness,packet_success_pct,constraint_violation_pct,switching_rate_pct,recovery_aoi
oracle_b,severe_burst,83,12000,0.1196058558558559,0.04344969969969973,1.1841841841841843,60.5271938605272,0.45167118337850043,6.768837803320562,0.976517501107665,0.995483288166215,0.985909192574368,1.9192525859192526,15,0.9949820375714427,79.0363482671175,0.45167118337850043,17.43486973947896,4.0495049504950495
fixed_b1,severe_burst,89,12000,0.22285618952285632,0.14009843176509856,1.0,66.66666666666667,2.3938572719060525,11.749680715197957,0.9591655570350643,0.9760614272809395,0.9675397358406089,2.850517183850517,22,0.9927602188049288,72.27227227227228,2.3938572719060525,0.0,6.682926829268292
fixed_b2,severe_burst,89,12000,0.19608775442108767,0.09613780447113772,2.0,33.333333333333336,1.5808491418247517,9.706257982120052,0.9662971175166297,0.9841915085817525,0.975162228686507,1.3299966633299967,13,0.9928550323672406,73.22322322322323,1.5808491418247517,0.0,2.581699346405229
fixed_b3,severe_burst,89,12000,0.16674737237237244,0.038804429429429486,3.0,0.0,0.45167118337850043,6.513409961685824,0.9773835920177384,0.995483288166215,0.9863504139628553,0.5295295295295295,9,1.0,73.00633967300634,0.45167118337850043,0.0,0.0
aoi_adaptive,severe_burst,89,12000,0.19874603770437071,0.11942671838505141,1.3583583583583583,54.72138805472139,2.2131887985546523,9.195402298850574,0.967814036656236,0.9778681120144534,0.972815097730847,1.6656656656656657,13,0.9961817834609228,72.07074428887252,2.2131887985546523,34.86973947895792,2.6942148760330578
risk_adaptive,severe_burst,89,12000,0.22107440774107423,0.10543877210543859,2.5225225225225225,15.915915915915917,1.942186088527552,7.535121328224776,0.973542600896861,0.9805781391147245,0.977047704770477,0.9823156489823156,17,0.9998611303985557,73.53174603174604,1.942186088527552,5.110220440881764,0.8103448275862069
burst_adaptive,severe_burst,89,12000,0.21701117784451118,0.13911828495161832,1.2032032032032032,59.89322655989323,2.4390243902439024,11.749680715197957,0.9591474245115453,0.975609756097561,0.9673085535154501,1.9843176509843177,14,0.9960071584369459,71.88019966722129,2.4390243902439024,12.525050100200401,3.7235772357723578
max_aoi,severe_burst,89,12000,0.17199720553887218,0.07683204037370701,2.0,33.333333333333336,1.1743450767841013,8.55683269476373,0.9702882483370289,0.988256549232159,0.9791899753859924,1.011011011011011,13,0.9554852505489487,73.22322322322323,1.1743450767841013,0.0,1.3529411764705883
max_risk,severe_burst,89,12000,0.26243889723056385,0.10376522355689018,2.0,33.333333333333336,1.4453477868112015,11.749680715197957,0.9595426561125769,0.985546522131888,0.9723707664884136,5.244911578244912,62,0.9612916741918006,73.22322322322323,1.4453477868112015,0.0,14.235294117647058
voi_b2,severe_burst,89,12000,0.16884029863196515,0.0729844427761093,2.0,33.333333333333336,1.2195121951219512,6.513409961685824,0.9772117962466488,0.9878048780487805,0.9824797843665769,1.057057057057057,12,0.9772438519623928,73.22322322322323,1.2195121951219512,0.0,1.673202614379085
event_triggered,severe_burst,89,12000,0.2235896312979645,0.10963567734401054,2.4634634634634636,17.884551217884546,2.032520325203252,8.173690932311622,0.9713390058217645,0.9796747967479674,0.9754890937710816,1.0276943610276943,12,0.9938695861864011,73.42543681430313,2.032520325203252,13.326653306613226,1.0677966101694916
channel_aware,severe_burst,89,12000,0.18635760760760756,0.06734859859859854,2.3883883883883885,20.387053720387048,0.9033423667570009,8.42911877394636,0.9707964601769912,0.99096657633243,0.9807778274474743,1.5648982315648983,20,0.9994076929693823,73.51215423302598,0.9033423667570009,20.34068136272545,2.6648648648648647
rabs_h,severe_burst,89,12000,0.20814293460126781,0.09233712879546199,2.5335335335335336,15.548882215548879,1.6260162601626016,7.1519795657726695,0.9749328558639212,0.983739837398374,0.97931654676259,0.9642976309642977,14,0.9996850801165235,73.64677992888187,1.6260162601626016,7.3146292585170345,0.8780487804878049
rabs_l,severe_burst,89,12000,0.1895647731064396,0.11124144978311629,1.1761761761761762,60.79412746079413,2.168021680216802,6.641123882503193,0.9765554553651938,0.978319783197832,0.9774368231046933,2.085085085085085,16,0.9960292296027282,71.57446808510639,2.168021680216802,18.937875751503007,3.5934959349593494
